LineID,CulvertGroup,LineField,SortField,CXm,Cym,CZBateam,CZClavem,CZEjem,Lengthm,Diameterm,River,Reach,RS,Connection,Barrel,
181,AlcSecundDer,91,0,1078747.43,1572807.88,70.59,71.50,71.05,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A91,
182,AlcSecundDer,91,1,1078688.17,1572791.80,70.04,70.95,70.50,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A92,
183,AlcSecundDer,92,0,1078748.01,1572805.74,70.59,71.50,71.05,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A92,
184,AlcSecundDer,92,1,1078688.75,1572789.66,70.04,70.95,70.50,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A93,
185,AlcSecundDer,93,0,1078748.58,1572803.61,70.59,71.50,71.05,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A93,
186,AlcSecundDer,93,1,1078689.33,1572787.53,70.04,70.95,70.50,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A94,
187,AlcSecundDer,94,0,1078749.16,1572801.47,70.59,71.50,71.05,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A94,
188,AlcSecundDer,94,1,1078689.91,1572785.39,70.04,70.95,70.50,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A95,
189,AlcSecundDer,95,0,1078749.74,1572799.33,70.59,71.50,71.05,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A95,
190,AlcSecundDer,95,1,1078690.49,1572783.25,70.04,70.95,70.50,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A96,
191,AlcSecundDer,96,0,1078750.32,1572797.19,70.59,71.50,71.05,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A96,
192,AlcSecundDer,96,1,1078691.07,1572781.12,70.04,70.95,70.50,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A97,
193,AlcSecundDer,97,0,1078750.90,1572795.06,70.59,71.50,71.05,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A97,
194,AlcSecundDer,97,1,1078691.65,1572778.98,70.04,70.95,70.50,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A98,
195,AlcSecundDer,98,0,1078751.48,1572792.92,70.59,71.50,71.05,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A98,
196,AlcSecundDer,98,1,1078692.23,1572776.84,70.04,70.95,70.50,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A99,
197,AlcSecundDer,99,0,1078752.06,1572790.78,70.59,71.50,71.05,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A99,
198,AlcSecundDer,99,1,1078692.81,1572774.71,70.04,70.95,70.50,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A100,
199,AlcSecundDer,100,0,1078752.64,1572788.65,70.59,71.50,71.05,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A100,
200,AlcSecundDer,100,1,1078693.39,1572772.57,70.04,70.95,70.50,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A101,
201,AlcSecundDer,101,0,1078753.22,1572786.51,70.59,71.50,71.05,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A101,
202,AlcSecundDer,101,1,1078693.97,1572770.43,70.04,70.95,70.50,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A102,
203,AlcSecundDer,102,0,1078753.80,1572784.37,70.59,71.50,71.05,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A102,
204,AlcSecundDer,102,1,1078694.55,1572768.29,70.04,70.95,70.50,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A103,
205,AlcSecundDer,103,0,1078754.38,1572782.23,70.59,71.50,71.05,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A103,
206,AlcSecundDer,103,1,1078695.13,1572766.16,70.04,70.95,70.50,61.40,0.91,ARROYOELZORRO,ARRIBALAT1,7848.612,,A104,
